strain,clade_membership,mutational_fitness
Switzerland/GR-Risch-21A2812255/2021,21J (Delta),1.16
OV107441,21J (Delta),1.16
PAK/253368/2021,21J (Delta),1.32
USA/NM-CDC-LC0365310/2021,21J (Delta),1.2
USA/ME-CDC-ASC210444571/2021,21J (Delta),1.15
KEN/SS3866/2021,21J (Delta),1.2
SYC/SS3980/2021,21J (Delta),1.26
SYC/SS3978/2021,21J (Delta),1.23
SGP/SNDE1/2021,21J (Delta),1.21
SGP/SNDE2/2021,21J (Delta),1.21
England/MILK-288521E/2021,21J (Delta),1.23
USA/NJ-CDC-LC0369391/2021,21J (Delta),1.22
USA/JW3346/2021,21J (Delta),1.19
OV104158,21J (Delta),1.19
Scotland/QEUH-28AC42A/2021,21J (Delta),1.23
Switzerland/BL-UHB-43130257/2021,21J (Delta),1.26
Switzerland/BE-IFIK-211101_os_85/2021,21J (Delta),1.23
USA/VT-CDCBI-CRSP_XREN5AWAZHOLJ6OM/2021,21J (Delta),1.22
USA/AK-PHL14968/2021,21J (Delta),1.13
BHR/21342716710/2021,21J (Delta),1.18
USA/PR-CDC-2-5128603/2021,21J (Delta),1.19
USA/KY-CDC-QDX30609669/2021,21J (Delta),1.19
USA/MP-CDC-2-5165787/2021,21J (Delta),1.18
KEN/SS4132/2021,21J (Delta),1.2
Scotland/QEUH-28A79E4/2021,21J (Delta),1.27
England/ALDP-28B53E5/2021,21J (Delta),1.24
KEN/SS4126/2021,21A (Delta),1.14
USA/NE-CDC-ASC210446965/2021,21I (Delta),1.08
OV078011,21J (Delta),1.17
Switzerland/VD-ETHZ-34604439/2021,21J (Delta),1.15
PAK/254403/2021,21J (Delta),1.32
USA/IL-CDC-LC0365185/2021,21J (Delta),1.19
USA/VA-CDC-LC0360544/2021,21J (Delta),1.24
USA/MA-CDCBI-CRSP_M6VCTHPRQ4WU722T/2021,21J (Delta),1.26
SYC/SS3987/2021,21J (Delta),1.23
USA/AZ-CDC-MMB11348706/2021,21J (Delta),1.28
OV077720,21J (Delta),1.15
Scotland/QEUH-28BA939/2021,21J (Delta),1.38
BHR/21921811020/2021,21J (Delta),1.25
Switzerland/BS-UHB-43133316/2021,21J (Delta),1.19
BHR/21250213301/2021,21J (Delta),1.28
BHR/21921808434/2021,21J (Delta),1.17
Switzerland/BE-IFIK-211108_os_12/2021,21J (Delta),1.18
USA/GA-CDC-QDX30566354/2021,21J (Delta),1.2
USA/WI-CDC-ASC210448418/2021,21J (Delta),1.21
Wales/ALDP-28E810D/2021,21J (Delta),1.32
Scotland/QEUH-28C50EB/2021,21J (Delta),1.25
USA/WA-CDC-LC0365405/2021,21I (Delta),1.31
USA/MP-CDC-2-5165853/2021,21J (Delta),1.18
USA/KS-CDC-QDX30610283/2021,21J (Delta),1.26
KEN/SS4137/2021,21J (Delta),1.2
OV115054,21I (Delta),1.11
BHR/21600237403_S53_L001/2021,21I (Delta),1.13
Switzerland/ZH-UZH-IMV-3ba54800/2021,21J (Delta),1.15
BHR/21921833812_S91_L001/2021,21J (Delta),1.18
USA/OK-CDC-ASC210450547/2021,21J (Delta),1.2
USA/SC-CDC-QDX30655739/2021,21J (Delta),1.26
USA/RI-CDCBI-CRSP_VM4WCTSWL7INOCPF/2021,21J (Delta),1.19
BHR/21921824683_S27_L001/2021,21J (Delta),1.27
USA/CO-CDC-ASC210519189/2021,21J (Delta),1.26
USA/ID-CDC-ASC210386426/2021,21J (Delta),1.12
BHR/21921829034_S69_L001/2021,21J (Delta),1.21
BHR/21400232588_S61_L001/2021,21J (Delta),1.15
USA/GU-CDC-ATM-W4PJHRG7P/2021,21J (Delta),1.18
USA/OR-CDC-UW21110296821/2021,21A (Delta),1.16
AUT/SKV-272/2021,21J (Delta),1.22
AUT/SKV-271/2021,21J (Delta),1.22
OV112004,21J (Delta),1.22
England/ALDP-2928C87/2021,21J (Delta),1.19
OV109603,21J (Delta),1.16
AUT/SKV-273/2021,21J (Delta),1.23
AUT/SKV-274/2021,21J (Delta),1.23
USA/DC-CDC-LC0363901/2021,21J (Delta),1.26
USA/CO-CDC-ASC210519561/2021,21J (Delta),1.19
USA/SC-CDC-ASC210518868/2021,21J (Delta),1.13
Switzerland/GE-HUG-35909866/2021,21J (Delta),1.2
Switzerland/SG-Risch-21B0406422/2021,21J (Delta),1.12
OV017232,21J (Delta),1.32
USA/PR-CDC-ASC210520830/2021,21I (Delta),1.16
OV117332,21J (Delta),1.15
OV109345,21J (Delta),1.16
OV103765,21J (Delta),1.14
MMR/DSMRC040/2021,21J (Delta),1.28
Liechtenstein/FL-Risch-21B0918313/2021,21J (Delta),1.19
OV212443,21J (Delta),1.26
USA/AL-CDC-ASC210385838/2021,21J (Delta),0.92
USA/PA-CDC-ASC210387419/2021,21J (Delta),1.15
USA/IA-CDC-2-5173643/2021,21J (Delta),1.23
USA/ND-CDC-2-5165888/2021,21J (Delta),1.24
USA/IA-CDC-ASC210388196/2021,21J (Delta),1.21
USA/NY-CDC-LC0363719/2021,21J (Delta),1.19
SYC/SS4651/2021,21J (Delta),1.23
SYC/SS4647/2021,21J (Delta),1.23
USA/GA-CDC-MMB11424681/2021,21J (Delta),1.18
USA/MN-CDC-IBX264292732640/2021,21J (Delta),1.16
USA/UT-CDC-QDX30855538/2021,21J (Delta),1.19
USA/PA-CDC-ASC210388286/2021,21J (Delta),1.21
Switzerland/BE-IFIK-211108_os_90/2021,21J (Delta),1.17
Switzerland/BE-ETHZ-672558/2021,21J (Delta),1.19
USA/HI-CDC-ASC210522024/2021,21I (Delta),1.16
England/QEUH-296AE1A/2021,21J (Delta),1.19
PAK/257178/2021,21J (Delta),1.18
OV109559,21J (Delta),1.22
USA/IN-CDC-ASC210389910/2021,21J (Delta),1.21
USA/WV-CDC-ASC210389670/2021,21J (Delta),1.04
PAK/257404/2021,21J (Delta),1.23
JAM/JPL1626486/2021,21J (Delta),1.24
England/ALDP-294C485/2021,21J (Delta),1.25
OV237483,21J (Delta),1.22
Liechtenstein/FL-Risch-21B0918301/2021,21J (Delta),1.23
USA/CT-CDC-LC0370120/2021,21J (Delta),1.24
USA/OR-CDC-LC0374957/2021,21J (Delta),1.2
OV103466,21J (Delta),1.16
USA/NM-CDC-ASC210522785/2021,21J (Delta),1.2
OV109330,21I (Delta),1.13
OV109938,21J (Delta),1.23
BHR/21300247445_S87_L001/2021,21J (Delta),1.19
BHR/21921840350_S43_L001/2021,21J (Delta),1.18
BHR/21921862775/2021,21J (Delta),1.18
BHR/21921847643_S79_L001/2021,21J (Delta),1.22
BHR/21350270812_S85_L001/2021,21J (Delta),1.16
BHR/21921839788_S44_L001/2021,21J (Delta),1.15
OV120127,21J (Delta),1.2
USA/IL-CDC-ASC210525254/2021,21J (Delta),1.19
USA/CA-CDC-ASC210524260/2021,21J (Delta),1.16
BHR/21921839379_S35_L001/2021,21J (Delta),1.18
USA/DE-CDC-LC0370382/2021,21J (Delta),1.18
USA/KY-CDC-ASC210392201/2021,21J (Delta),1.19
BHR/21921847658_S67_L001/2021,21J (Delta),1.18
KEN/SS4149/2021,21J (Delta),1.15
KEN/SS4150/2021,21J (Delta),1.2
England/ALDP-298CC27/2021,21J (Delta),1.26
BHR/21921867644/2021,21J (Delta),1.19
USA/NJ-CDC-QDX30901049/2021,21J (Delta),1.17
OV113140,21J (Delta),1.16
USA/MS-CDC-ASC210452107/2021,21J (Delta),1.17
BHR/21921868705/2021,21J (Delta),1.11
USA/MP-CDC-2-5173946/2021,21J (Delta),1.18
USA/IN-CDC-ASC210525902/2021,21J (Delta),1.2
BHR/21921867583/2021,21J (Delta),1.18
KEN/SS4151/2021,21J (Delta),1.19
Scotland/QEUH-29A2371/2021,21J (Delta),1.27
MMR/DSMRC041/2021,21I (Delta),1.21
MMR/DSMRC042/2021,21I (Delta),1.21
OV112034,21J (Delta),1.19
OV116893,21J (Delta),1.36
OV113098,21J (Delta),1.23
OV229469,21J (Delta),1.22
USA/AR-UMGC-23699/2021,21J (Delta),1.18
USA/IL-CDC-ASC210453294/2021,21J (Delta),1.2
Liechtenstein/FL-Risch-21B1103286/2021,21J (Delta),1.2
KEN/SS3854/2021,21J (Delta),1.13
USA/CA-CDC-FG-166811/2021,21J (Delta),1.19
USA/LA-CDC-QDX31091691/2021,21J (Delta),1.19
OV250129,21J (Delta),1.17
KEN/SS4154/2021,21J (Delta),1.2
KEN/SS4153/2021,21J (Delta),1.2
OV229267,21J (Delta),1.33
Switzerland/SH-ETHZ-34702203/2021,21J (Delta),1.27
BHR/21342736000/2021,21I (Delta),1.12
BHR/21921881535/2021,21J (Delta),1.16
Liechtenstein/FL-Risch-21B2211888/2021,21J (Delta),1.18
BHR/21921887482/2021,21J (Delta),1.16
BHR/21921884220/2021,21J (Delta),1.28
USA/AK-PHL15136/2021,21J (Delta),1.14
USA/MI-CDC-ASC210454815/2021,21J (Delta),1.23
USA/VA_FBCH_1078/2021,21J (Delta),1.19
KEN/SS4156/2021,21J (Delta),1.17
KEN/SS3869/2021,21J (Delta),1.16
SYC/SS4666/2021,21J (Delta),1.21
PantheraLeo/SGP/NParks-G11342/2021,21J (Delta),1
USA/MD-CDC-MMB11527980/2021,21J (Delta),1.19
USA/NE-CDC-ASC210453620/2021,21J (Delta),1.2
KEN/SS4157/2021,21J (Delta),1.18
Liechtenstein/FL-Risch-21B2415294/2021,21J (Delta),1.19
KEN/C111535/2021,21J (Delta),1.19
OV221604,21J (Delta),1.34
BHR/21342738505/2021,21I (Delta),1.16
BHR/21342736017/2021,21I (Delta),1.16
Switzerland/BL-ETHZ-34735959/2021,21J (Delta),1.17
OV222752,21J (Delta),1.18
AUT/SKV-276/2021,21J (Delta),1.23
BHR/21921889821/2021,21J (Delta),1.2
BHR/21921894065/2021,21J (Delta),1.3
USA/NH-CDCBI-CRSP_Q2R2G6XIK4VRM23K/2021,21J (Delta),1.23
USA/WY-CDC-QDX31137019/2021,21J (Delta),1.19
AUT/SKV-277/2021,21J (Delta),1.19
SYC/SS4669/2021,21J (Delta),1.19
England/MILK-2A02E6E/2021,21J (Delta),1.18
Liechtenstein/FL-Risch-21B2218884/2021,21J (Delta),1.24
Liechtenstein/FL-Risch-21B2211831/2021,21J (Delta),1.24
England/ALDP-2A1F97C/2021,21J (Delta),1.31
KEN/SS4147/2021,21A (Delta),1.06
KEN/SS3859/2021,21A (Delta),1.1
BHR/21921852716_S69_L001/2021,21I (Delta),1.13
KEN/SS4139/2021,21A (Delta),1.07
AUT/SKV-280/2021,21J (Delta),1.2
AUT/SKV-278/2021,21J (Delta),1.23
BHR/21342740041/2021,21J (Delta),1.31
USA/ID-CDC-LC0376365/2021,21J (Delta),1.23
AUT/SKV-279/2021,21J (Delta),1.28
Liechtenstein/FL-Risch-21B2218824/2021,21J (Delta),1.24
SYC/SS4678/2021,21J (Delta),1.16
SYC/SS4677/2021,21J (Delta),1.24
OV133561,21J (Delta),1.15
USA/ME-CDCBI-CRSP_ERGWCMVQWSH2D3TI/2021,21J (Delta),1.21
USA/NC-CDC-LC0374868/2021,21J (Delta),1.31
KEN/SS4141/2021,21J (Delta),1.23
KEN/SS4140/2021,21J (Delta),1.21
Switzerland/VD-CHUV-GEN8236/2021,21J (Delta),1.24
USA/UT-CDC-ASC210456569/2021,19A,0.49
KEN/SS4145/2021,21A (Delta),1.13
MMR/DSMRC039/2021,21J (Delta),1.2
BHR/21921903597/2021,21J (Delta),1.18
BHR/21921901361/2021,21J (Delta),1.2
BHR/21921901340/2021,21J (Delta),1.22
USA/MS-CDC-ASC210457718/2021,21J (Delta),1.19
Liechtenstein/FL-Risch-21B1608118/2021,21J (Delta),1.21
England/MILK-2A37F30/2021,21J (Delta),1.24
KEN/C111708/2021,21J (Delta),1.16
England/QEUH-2A80CC8/2021,21J (Delta),1.25
OV313341,21J (Delta),1.28
BHR/21921909047/2021,21I (Delta),1.15
OV251124,21J (Delta),1.15
BHR/21921907778/2021,21J (Delta),1.18
OV133348,21J (Delta),1.17
Liechtenstein/FL-Risch-21B1608197/2021,21J (Delta),1.21
USA/WY-CDC-IBX125422504100/2021,21J (Delta),1.16
BHR/21921908248/2021,21J (Delta),1.23
OV218571,21J (Delta),1.19
USA/OH-CDC-ASC210458698/2021,21J (Delta),1.23
Switzerland/BE-IFIK-211115_os_64/2021,21J (Delta),1.11
USA/CT-CDC-LC0379903/2021,21J (Delta),1.19
Switzerland/BE-IFIK-211115_os_73/2021,21J (Delta),1.31
England/ALDP-2A52DBD/2021,21J (Delta),1.25
England/ALDP-2AC29E1/2021,21J (Delta),1.29
BGD/Laila_484/2021,21J (Delta),1.27
BHR/21342747285/2021,21J (Delta),1.22
USA/NV-CDC-LC0390441/2021,21J (Delta),1.19
BGD/Laila_505/2021,21J (Delta),1.17
BGD/Laila_486/2021,21J (Delta),1.25
BGD/Laila_502/2021,21J (Delta),1.26
BGD/Laila_503/2021,21J (Delta),1.16
BGD/Laila_490/2021,21J (Delta),1.25
USA/ME-CDC-ASC210424078/2021,21J (Delta),1.22
OV210019,21J (Delta),1.34
KEN/SS4160/2021,21A (Delta),1.15
USA/AZ-CDC-LC0390419/2021,21J (Delta),1.19
USA/NC-CDC-MMB11636128/2021,21J (Delta),1.19
SYC/SS4705/2021,21J (Delta),1.16
SYC/SS4714/2021,21J (Delta),1.27
USA/DC-CDC-LC0388006/2021,21J (Delta),1.2
Switzerland/BE-IFIK-4162-4032/2021,21J (Delta),1.21
USA/WI-CDC-ASC210402429/2021,21J (Delta),1.21
KEN/C111863/2021,21J (Delta),1.16
KEN/C111861/2021,21J (Delta),1.16
KEN/SS4161/2021,21J (Delta),1.18
OV133326,21J (Delta),1.21
OV240908,21J (Delta),1.27
Switzerland/BE-IFIK-211122_os_19/2021,21J (Delta),1.16
Switzerland/BE-UHB-43190588/2021,21J (Delta),1.2
OV226233,21J (Delta),1.11
OV133306,21J (Delta),1.19
OV242743,21J (Delta),1.26
USA/NE-CDC-ASC210423417/2021,21J (Delta),1.21
SYC/SS4733/2021,21J (Delta),1.23
SYC/SS4722/2021,21J (Delta),1.23
SYC/SS4723/2021,21J (Delta),1.23
USA/MP-CDC-2-5321694/2021,21J (Delta),1.18
KEN/SS4127/2021,21J (Delta),1.21
USA/MA-CDC-STM-ZZMUV2YF5/2021,21J (Delta),1.35
England/MILK-2AC3EF0/2021,21J (Delta),1.35
England/MILK-2AC3616/2021,21J (Delta),1.32
England/MILK-2AE2C1F/2021,21J (Delta),1.25
Switzerland/SG-CLM-11177052/2021,21J (Delta),1.17
OV244976,21J (Delta),1.25
England/PLYM-2B39B57/2021,21J (Delta),1.24
USA/WA-CDC-LC0394956/2021,21J (Delta),1.19
USA/MT-CDC-ASC210482040/2021,21J (Delta),1.24
SYC/SS4738/2021,21J (Delta),1.16
USA/TX-CDC-ASC210483972/2021,21J (Delta),1.19
OV282554,21J (Delta),1.26
Liechtenstein/FL-Risch-21B2415104/2021,21J (Delta),1.19
Liechtenstein/FL-Risch-21B2415119/2021,21J (Delta),1.18
OV238583,21J (Delta),1.16
OV216648,21J (Delta),1.28
USA/KS-CDC-ASC210485410/2021,21J (Delta),1.2
USA/NV-CDC-ASC210486072/2021,21J (Delta),1.18
USA/VT-CDCBI-CRSP_QHT4DKHPGS2HCZHP/2021,21J (Delta),1.18
Liechtenstein/FL-Risch-21B2415054/2021,21J (Delta),1.24
USA/KS-CDC-ASC210711445/2021,21J (Delta),1.28
KEN/SS4164/2021,21J (Delta),1.14
England/MILK-2B26DDF/2021,21J (Delta),1.3
England/BRBR-2AF7EA8/2021,21J (Delta),1.28
OV133478,21J (Delta),1.21
Liechtenstein/FL-Risch-21B2415568/2021,21J (Delta),1.19
Liechtenstein/FL-Risch-21B2415382/2021,21J (Delta),1.23
USA/RI-CDC-LC0400082/2021,21J (Delta),1.22
USA/OH-CDC-ASC210429183/2021,21J (Delta),1.19
USA/WI-CDC-ASC210488258/2021,21J (Delta),1.19
USA/SD-CDC-ASC210431086/2021,21J (Delta),1.22
USA/MD-CDC-LC0394109/2021,21J (Delta),1.27
SYC/SS4748/2021,21J (Delta),1.21
USA/FL-CDC-ASC210428982/2021,21J (Delta),1.18
Liechtenstein/FL-Risch-21B2415323/2021,21J (Delta),1.2
BHR/21342751271_S30_L001/2021,21J (Delta),1.15
England/MILK-2B61D50/2021,21J (Delta),1.2
BHR/21921951538_S92_L001/2021,21J (Delta),1.15
BHR/21342750634_S38_L001/2021,21J (Delta),1.18
BHR/21921947445_S80_L001/2021,21J (Delta),1.18
BHR/21921945326_S75_L001/2021,21J (Delta),1.18
BHR/21921925054_S28_L001/2021,21J (Delta),1.25
Liechtenstein/FL-Risch-21B2415622/2021,21J (Delta),1.19
Liechtenstein/FL-Risch-21B2415216/2021,21J (Delta),1.23
BHR/21921935869_S43_L001/2021,21J (Delta),1.22
BHR/21921951622_S85_L001/2021,21J (Delta),1.27
England/ALDP-2B2D5A3/2021,21J (Delta),1.25
Liechtenstein/FL-Risch-21B2415665/2021,21J (Delta),1.18
Liechtenstein/FL-Risch-21B2415713/2021,21J (Delta),1.21
KEN/SS4165/2021,21J (Delta),1.29
England/ALDP-2B7EB47/2021,21J (Delta),1.29
OV200529,21J (Delta),1.24
England/MILK-2B646CB/2021,21J (Delta),1.28
USA/AL-CDC-ASC210430395/2021,21J (Delta),1.25
SYC/SS4772/2021,21J (Delta),1.14
USA/PR-CDC-2-5313903/2021,21J (Delta),1.2
Switzerland/VD-ETHZ-34913691/2021,21J (Delta),1.16
Switzerland/GE-DIA-161344762701/2021,21J (Delta),1.28
England/MILK-2B8E86B/2021,21J (Delta),1.21
CAN/ON-NML-249359/2021,21M (Omicron),0.82
MMR/DSMRC038/2021,21J (Delta),1.19
BHR/21921977286/2021,21J (Delta),1.18
BHR/21921966289_S79_L001/2021,21J (Delta),1.16
BHR/21350274143/2021,21J (Delta),1.15
OV220008,21J (Delta),1.19
BHR/21921969937_S85_L001/2021,21J (Delta),1.13
Switzerland/BL-ETHZ-34934556/2021,21J (Delta),1.17
USA/MT-CDC-ASC210429142/2021,21J (Delta),1.17
BHR/21921963850_S69_L001/2021,21J (Delta),1.17
BHR/21921956411_S17_L001/2021,21J (Delta),1.18
BHR/21921954331_S4_L001/2021,21J (Delta),1.18
BHR/21342762188_S36_L001/2021,21J (Delta),1.18
USA/WA-CDC-QDX31492655/2021,21J (Delta),1.28
BHR/21342763948_S61_L001/2021,21J (Delta),1.25
BHR/21921963282_S75_L001/2021,21J (Delta),1.26
SYC/SS4784/2021,21J (Delta),1.16
BHR/21921977361/2021,21J (Delta),1.18
BHR/21342763862_S57_L001/2021,21J (Delta),1.21
BHR/21342763834_S58_L001/2021,21J (Delta),1.21
BHR/21921957804_S50_L001/2021,21J (Delta),1.26
BHR/21921957734_S14_L001/2021,21J (Delta),1.26
England/QEUH-2BBBD2A/2021,21J (Delta),1.26
OV282603,21J (Delta),1.25
England/MILK-2B92767/2021,21J (Delta),1.31
BEL/rega-20174/2021,21M (Omicron),0.82
BHR/21342774145/2021,21J (Delta),1.15
OV282449,21J (Delta),1.26
BHR/21921983826/2021,21J (Delta),1.18
USA/OK-CDC-ASC210717590/2021,21J (Delta),1.23
USA/GA-CDC-STM-XWRYSTQPT/2021,21J (Delta),1.25
USA/MI-CDC-ASC210715922/2021,21J (Delta),1.19
USA/SD-CDC-2-5275141/2021,21J (Delta),1.24
MMR/DSMRC043/2021,21J (Delta),1.18
OV282578,21J (Delta),1.24
SYC/SS4792/2021,21J (Delta),1.1
SYC/SS4791/2021,21J (Delta),1.18
SYC/SS4786/2021,21J (Delta),1.18
SYC/SS4790/2021,21J (Delta),1.17
SYC/SS4794/2021,21J (Delta),1.04
SYC/SS4787/2021,21J (Delta),1.28
BHR/21921985759/2021,21J (Delta),1.32
AUS/A12-WW-209C/2021,21M (Omicron),0.83
PRT/PT_CBR_263811/2021,21J (Delta),1.2
BHR/21342777346/2021,21J (Delta),1.15
BHR/21921990112/2021,21J (Delta),1.23
BHR/21510289254/2021,21J (Delta),1.16
BHR/21342775771/2021,21J (Delta),1.18
USA/VA-DCLS-11079/2021,21J (Delta),1.19
OV282599,21J (Delta),1.19
SYC/SS4797/2021,21J (Delta),1.23
OV198546,21J (Delta),1.25
KEN/SS4229/2021,"20I (Alpha, V1)",0.8
KEN/SS4176/2021,21M (Omicron),0.73
KEN/SS4175/2021,21M (Omicron),0.65
KEN/SS4174/2021,21M (Omicron),0.75
BHR/21921998733/2021,21J (Delta),1.2
AUT/SKV-281/2021,21J (Delta),1.23
BHR/21921999102/2021,21J (Delta),1.18
BHR/21342777672/2021,21J (Delta),1.19
USA/DE-CDC-LC0404487/2021,21J (Delta),1.24
USA/NJ-CDC-LC0404087/2021,21J (Delta),1.21
USA/HI-CDC-2-5313812/2021,21J (Delta),1.22
USA/LA-CDC-QDX31445911/2021,21J (Delta),1.24
Liechtenstein/FL-Risch-21C0314169/2021,21J (Delta),1.33
KEN/SS4384/2021,21M (Omicron),0.64
KEN/SS4179/2021,21M (Omicron),0.65
BHR/21922008053/2021,21J (Delta),1.28
BHR/21922004439/2021,21J (Delta),1.16
USA/AZ-CDC-LC0410372/2021,21J (Delta),1.23
OV282677,21J (Delta),1.29
OV203896,21J (Delta),1.19
USA/MO-CDC-LC0418770/2021,21J (Delta),1.19
Switzerland/LU-ETHZ-673107/2021,21J (Delta),1.12
BHR/21922002824/2021,21J (Delta),1.17
BHR/21922004930/2021,21J (Delta),1.18
BHR/21922008264/2021,21J (Delta),1.27
OV282498,21J (Delta),1.27
KEN/SS4382/2021,21M (Omicron),0.66
BHR/21342785012/2021,21I (Delta),1.11
Switzerland/SH-ETHZ-35001714/2021,21J (Delta),1.19
BHR/21922009851/2021,21J (Delta),1.19
USA/NH-CDC-QDX31604976/2021,21J (Delta),1.21
USA/ND-CDC-IBX165072599818/2021,21J (Delta),1.15
USA/VT-CDCBI-CRSP_FATCHKRCO7QN2HKX/2021,21J (Delta),1.23
Switzerland/GE-HUG-36187884/2021,21J (Delta),1.19
USA/TX-CDC-QDX31492504/2021,21J (Delta),1.2
Switzerland/SH-ETHZ-35003336/2021,21J (Delta),1.16
BHR/21922016157/2021,21J (Delta),1.26
USA/TN-CDC-QDX31491928/2021,21J (Delta),1.23
BHR/21230137776/2021,21J (Delta),1.26
KEN/SS4381/2021,21J (Delta),1.23
KEN/SS4383/2021,21A (Delta),1.14
OV214073,21J (Delta),1.19
PRT/PT_CBR_265804/2021,21J (Delta),1.2
PRT/PT_CBR_266199/2021,21J (Delta),1.22
USA/KY-CDC-LC0409987/2021,21J (Delta),1.19
SYC/SS4868/2021,21J (Delta),1.16
SYC/SS4854/2021,21J (Delta),1.15
SYC/SS4852/2021,21J (Delta),1.18
SYC/SS4856/2021,21J (Delta),1.23
USA/TN-CDC-ASC210718460/2021,21J (Delta),1.19
KEN/SS4131/2021,21J (Delta),1.23
OV214220,21J (Delta),1.25
Switzerland/SO-ETHZ-35028155/2021,21J (Delta),1.67
BHR/21922020997/2021,21J (Delta),1.23
OV282715,21J (Delta),1.25
KEN/SS4386/2021,21M (Omicron),0.8
KEN/SS4385/2021,21M (Omicron),0.8
KEN/SS4925/2021,21A (Delta),1.1
Switzerland/VS-ICH-2211182107/2021,21J (Delta),1.16
MMR/DSMRC047/2021,21J (Delta),1.23
Switzerland/TI-ETHZ-35045123/2021,21J (Delta),1.2
USA/AR-UMGC-25468/2021,21J (Delta),1.19
OV282645,21J (Delta),1.23
USA/MN-CDC-IBX619576790351/2021,21J (Delta),1.25
USA/FL-CDC-STM-QMG7EU3SW/2021,21J (Delta),1.22
USA/MA-CDCBI-CRSP_IYWDZN55VDVE2O43/2021,21J (Delta),1.18
USA/AK-PHL15962/2021,21J (Delta),1.14
USA/NM-UNM-ED00353/2021,21J (Delta),1.23
USA/MO-CDC-LC0416312/2021,21J (Delta),1.19
Switzerland/BL-ETHZ-35048643/2021,21J (Delta),1.21
OV202012,21J (Delta),1.22
AUT/SKV-282/2021,21M (Omicron),0.82
MMR/DSMRC044/2021,21I (Delta),1.29
OV214473,21J (Delta),1.12
Switzerland/TI-EOC-26422201/2021,21J (Delta),1.19
OV199096,21J (Delta),1.24
OV204968,21J (Delta),1.19
MMR/DSMRC048/2021,21J (Delta),1.15
MMR/DSMRC049/2021,21J (Delta),1.16
BHR/21690028071_S86_L001/2021,21J (Delta),1.2
BHR/21342812888_S10_L001/2021,21J (Delta),1.2
BHR/21342789591_S70_L001/2021,21J (Delta),1.15
BHR/21342789601_S61_L001/2021,21J (Delta),1.15
Switzerland/BE-SRO-500005_5299/2021,21J (Delta),1.2
BHR/21120020593_S22_L001/2021,21J (Delta),1.15
OV199103,21J (Delta),1.22
Switzerland/VD-CHUV-GEN8690/2021,21J (Delta),1.22
AUT/SKV-288/2021,21J (Delta),1.23
AUT/SKV-289/2021,21J (Delta),1.23
USA/KY-CDC-LC0412035/2021,21J (Delta),1.25
BHR/21400254496_S83_L001/2021,21J (Delta),1.18
BHR/21922081976_S31_L001/2021,21J (Delta),1.18
BHR/21922024609_S13_L001/2021,21J (Delta),1.17
BHR/21922036633_S4_L001/2021,21J (Delta),1.17
BHR/21342818718_S63_L001/2021,21J (Delta),1.16
BHR/21342789573_S66_L001/2021,21J (Delta),1.17
BHR/21600252595_S34_L001/2021,21J (Delta),1.17
BHR/21490121465_S77_L001/2021,21J (Delta),1.14
BHR/21922083324_S68_L001/2021,21J (Delta),1.17
BHR/21922030091_S56_L001/2021,21J (Delta),1.17
BHR/21342801306_S60_L001/2021,21J (Delta),1.17
BHR/21342823875_S95_L001/2021,21J (Delta),1.17
BHR/21342812912_S15_L001/2021,21J (Delta),1.17
BHR/21922044667_S19_L001/2021,21J (Delta),1.17
BHR/21922086868_S53_L001/2021,21J (Delta),1.18
BHR/21342800094_S65_L001/2021,21J (Delta),1.18
BHR/21342794009_S46_L001/2021,21J (Delta),1.22
BHR/21342803282_S85_L001/2021,21J (Delta),1.22
OV198310,21J (Delta),1.19
BHR/21922022597_S29_L001/2021,21J (Delta),1.23
BHR/21120021028_S36_L001/2021,21J (Delta),1.18
USA/NJ-CDC-FG-188171/2021,21J (Delta),1.46
USA/AK-PHL16036/2021,21J (Delta),1.17
BHR/21120022277_S39_L001/2021,21J (Delta),1.2
OV205627,21J (Delta),1.24
Switzerland/VS-ICH-2211201752/2021,21J (Delta),1.15
USA/NV-CDC-LC0417655/2021,21J (Delta),1.22
USA/NY-CDC-LC0413844/2021,21J (Delta),1.18
Switzerland/VD-CHUV-GEN8700/2021,21J (Delta),1.19
Switzerland/BE-SRO-500005_5279/2021,21J (Delta),1.19
BHR/21342801887_S86_L001/2021,21J (Delta),1.17
OV197339,21J (Delta),1.18
AUT/SKV-287/2021,21J (Delta),1.16
BHR/21922023252_S28_L001/2021,21J (Delta),1.4
BHR/21922085898_S54_L001/2021,21J (Delta),1.19
BHR/21922040607_S5_L001/2021,21J (Delta),1.22
BHR/21922050521_S12_L001/2021,21J (Delta),1.21
Switzerland/VD-CHUV-GEN8682/2021,21J (Delta),1.28
Switzerland/BE-SRO-500005_5252/2021,21J (Delta),1.27
OV197389,21J (Delta),1.28
Scotland/QEUH-2CB2A58/2021,21J (Delta),1.32
England/MILK-2CDC487/2021,21J (Delta),1.27
OV199274,21J (Delta),1.17
OV197935,21J (Delta),1.15
OV240852,21J (Delta),1.15
Switzerland/GE-HUG-36241156/2021,21J (Delta),1.09
OV198608,21J (Delta),1.17
USA/AR-CDC-QDX31730363/2021,21J (Delta),1.19
OV203510,21J (Delta),1.19
USA/ME-CDCBI-CRSP_R3JXBYIKAFTZP6AV/2021,21J (Delta),1.26
OV203341,21J (Delta),1.21
OV198947,21J (Delta),1.15
OV204251,21J (Delta),1.21
OV207270,21J (Delta),1.21
